RegionID,SizeRank,RegionName,RegionType,StateName,11/4/2017,11/11/2017,11/18/2017,11/25/2017,12/2/2017,12/9/2017,12/16/2017,12/23/2017,12/30/2017,1/6/2018,1/13/2018,1/20/2018,1/27/2018,2/3/2018,2/10/2018,2/17/2018,2/24/2018,3/3/2018,3/10/2018,3/17/2018,3/24/2018,3/31/2018,4/7/2018,4/14/2018,4/21/2018,4/28/2018,5/5/2018,5/12/2018,5/19/2018,5/26/2018,6/2/2018,6/9/2018,6/16/2018,6/23/2018,6/30/2018,7/7/2018,7/14/2018,7/21/2018,7/28/2018,8/4/2018,8/11/2018,8/18/2018,8/25/2018,9/1/2018,9/8/2018,9/15/2018,9/22/2018,9/29/2018,10/6/2018,10/13/2018,10/20/2018,10/27/2018,11/3/2018,11/10/2018,11/17/2018,11/24/2018,12/1/2018,12/8/2018,12/15/2018,12/22/2018,12/29/2018,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,3/2/2019,3/9/2019,3/16/2019,3/23/2019,3/30/2019,4/6/2019,4/13/2019,4/20/2019,4/27/2019,5/4/2019,5/11/2019,5/18/2019,5/25/2019,6/1/2019,6/8/2019,6/15/2019,6/22/2019,6/29/2019,7/6/2019,7/13/2019,7/20/2019,7/27/2019,8/3/2019,8/10/2019,8/17/2019,8/24/2019,8/31/2019,9/7/2019,9/14/2019,9/21/2019,9/28/2019,10/5/2019,10/12/2019,10/19/2019,10/26/2019,11/2/2019,11/9/2019,11/16/2019,11/23/2019,11/30/2019,12/7/2019,12/14/2019,12/21/2019,12/28/2019,1/4/2020,1/11/2020,1/18/2020,1/25/2020,2/1/2020,2/8/2020,2/15/2020,2/22/2020,2/29/2020,3/7/2020,3/14/2020,3/21/2020,3/28/2020,4/4/2020,4/11/2020,4/18/2020,4/25/2020,5/2/2020,5/9/2020,5/16/2020,5/23/2020,5/30/2020,6/6/2020,6/13/2020,6/20/2020,6/27/2020,7/4/2020,7/11/2020,7/18/2020,7/25/2020,8/1/2020,8/8/2020,8/15/2020,8/22/2020,8/29/2020,9/5/2020,9/12/2020,9/19/2020,9/26/2020,10/3/2020,10/10/2020,10/17/2020,10/24/2020,10/31/2020,11/7/2020,11/14/2020,11/21/2020,11/28/2020,12/5/2020,12/12/2020,12/19/2020,12/26/2020,1/2/2021,1/9/2021,1/16/2021,1/23/2021,1/30/2021,2/6/2021,2/13/2021,2/20/2021,2/27/2021,3/6/2021,3/13/2021,3/20/2021,3/27/2021,4/3/2021,4/10/2021,4/17/2021,4/24/2021,5/1/2021,5/8/2021,5/15/2021,5/22/2021,5/29/2021,6/5/2021,6/12/2021,6/19/2021,6/26/2021,7/3/2021,7/10/2021,7/17/2021,7/24/2021,7/31/2021,8/7/2021,8/14/2021,8/21/2021,8/28/2021,9/4/2021,9/11/2021,9/18/2021,9/25/2021,10/2/2021,10/9/2021,10/16/2021,10/23/2021,10/30/2021,11/6/2021,11/13/2021,11/20/2021,11/27/2021,12/4/2021,12/11/2021,12/18/2021,12/25/2021,1/1/2022,1/8/2022,1/15/2022,1/22/2022,1/29/2022,2/5/2022,2/12/2022,2/19/2022,2/26/2022,3/5/2022,3/12/2022,3/19/2022,3/26/2022,4/2/2022,4/9/2022,4/16/2022,4/23/2022,4/30/2022,5/7/2022,5/14/2022,5/21/2022,5/28/2022,6/4/2022,6/11/2022,6/18/2022,6/25/2022,7/2/2022
394404,10,"Boston, MA",Msa,MA,637770,635024,632222,626673,622235,618046,615271,612747,610222,610222,610222,612747,618046,623483,630446,637659,644872,653306,660241,669951,678274,686597,696028,698775,699884,699884,698206,697956,697956,696569,695752,692978,688871,681962,674999,669451,658577,647473,636126,623918,616955,614160,611386,609723,609723,609751,610028,610278,610278,610000,609723,609723,609723,609723,608474,605451,602676,600152,598876,598876,598626,598376,599791,602565,605340,608363,609723,609973,611637,616936,625259,637770,650116,658688,664237,665596,665734,668509,672558,677579,682296,682324,683823,681576,676832,676554,671034,668287,668287,665762,665734,665707,665457,665208,663848,661074,658549,656025,654638,656608,658855,660270,662489,663044,663321,664431,662184,659659,658549,656025,656025,655775,653001,651642,650255,649145,650504,654388,658549,662683,665485,673780,684322,695419,709013,713479,714062,712703,708791,706017,705989,710123,714284,720942,727503,732247,737796,740847,743996,746465,747880,747880,749018,751542,752915,755412,755662,752887,752874,753123,751764,752874,752827,748823,746153,741608,737388,737363,737126,737653,737653,737416,732931,727893,727893,729450,734172,739447,739684,738524,741433,744316,747850,755587,761837,766724,765849,755613,744350,735713,729713,727213,725975,724500,727000,729500,735450,740700,738175,730925,718725,712475,712500,712250,712000,705500,696750,694250,690750,687125,685875,685875,686875,689500,693000,695500,698225,699225,698225,693475,688475,683225,678225,680145,681395,685645,694370,704700,708475,709475,710725,710974,723224,735949,744699,749700,756200,762475,773725,784950,786175,784900,778425,770340,767615,768890,773140,777475,783975,788975,789225,793000,788694,783694
395057,11,"San Francisco, CA",Msa,CA,823196,820830,817044,809971,794591,785126,771153,764054,761451,756695,756470,755524,755524,762623,777033,799513,823149,850384,871704,890398,902256,903202,902966,898470,907698,919293,930178,939406,941062,942719,943875,945295,943639,937723,930178,917163,902256,889241,873151,863449,854904,844019,839050,833371,831608,836104,838444,840811,842836,839760,838840,837633,832664,824382,816100,806659,797419,792318,786402,776806,769482,762515,756245,756139,758505,770289,782476,800459,819363,831241,843061,860335,874795,889203,900810,901046,901046,906988,917873,928758,939406,942482,942482,938906,930624,921396,912877,905569,902939,897260,890398,881170,873861,871468,864369,866025,868628,874334,886142,893924,898656,896290,893682,893472,893472,893709,892767,887088,875481,865780,857048,845217,833727,817400,800126,796340,812574,836235,865576,891842,904856,919033,929917,936780,942459,938933,933005,928509,922830,924013,928495,933227,943639,967301,993593,1023172,1051567,1062955,1074786,1086605,1094887,1107162,1110712,1107174,1101258,1094160,1090610,1092109,1098262,1098262,1105097,1108047,1102131,1102337,1095264,1088186,1090316,1098364,1107829,1117084,1125603,1128470,1125146,1104323,1088705,1082080,1078514,1093225,1107324,1118208,1131000,1143250,1145750,1145750,1152250,1157000,1163250,1173000,1178000,1185750,1194500,1184750,1183222,1177222,1167222,1169422,1159450,1154450,1154700,1152500,1140000,1125000,1104750,1091000,1078750,1067500,1053500,1029472,1016722,1004194,999194,999222,999222,998500,996250,995250,994250,992250,993500,993500,989750,983750,972250,961000,955500,951472,939222,934197,931947,931975,954225,971472,983944,996444,998694,998972,1011750,1034200,1056900,1081400,1093900,1102950,1112000,1112000,1111250,1104750,1098500,1114000,1139000,1163000,1186750,1195500,1183750,1171250
394532,12,"Detroit, MI",Msa,MI,247041,244453,241762,237906,235344,232782,230298,228978,226390,224552,223026,221732,221732,222767,224061,226416,229004,232368,237544,241659,246834,252010,254857,260033,265969,271145,277589,281497,283324,284618,285679,286947,288215,288474,287439,286093,283505,281719,279390,275586,272998,270410,267822,265234,262672,260317,258738,258221,257704,256435,253873,251777,249681,248361,247067,244505,241917,239329,237777,236483,235085,233532,232471,232471,233636,235189,236483,237776,238009,239303,241891,246265,251441,255866,261197,267149,273619,279545,283272,284825,286119,287439,288758,291087,292407,293572,293546,292252,290699,288241,286973,285676,283321,281354,278766,275596,273008,270175,266293,262996,260408,258609,258480,257470,256176,253692,251208,249629,247067,244505,241917,239096,237414,237026,235758,234723,233817,232886,232883,232857,232857,233918,236509,240416,245566,249681,252266,254052,254078,254880,256151,258985,263384,269051,276582,284644,294219,301983,307391,310212,310445,310445,310471,310497,310497,310497,310471,310212,307805,303949,300093,295176,293727,293727,293727,294995,294969,293650,291579,289017,286429,283867,281952,278070,275250,272907,270423,271717,272021,273215,274654,274825,276175,277425,279925,283650,288425,293200,296975,301350,303850,305950,308950,311850,314350,315000,314500,313475,312475,313100,310794,307069,303319,300169,299850,297350,294825,292100,287200,283425,278200,272200,268348,264373,260123,256373,252750,250475,249700,247200,244675,240925,235950,232200,227225,223475,219725,215950,212200,208450,204950,202450,201175,199925,199900,199875,199900,201150,203650,207450,212450,218700,224975,228700,234950,239975,244975,252475,257700,262200,266450,270225,273725,276725
395025,13,"Riverside, CA",Msa,CA,398648,398648,398661,398673,398673,398673,398661,398673,399919,401190,402461,402461,402438,402438,403659,406151,407944,410436,412455,414922,416916,418660,420380,421626,422872,423595,423620,423645,423644,423669,423644,423520,423520,423520,423545,422424,421175,419680,418184,417185,415941,414920,413898,413626,412380,411657,410885,410112,410112,409365,408667,407944,407695,407695,406698,404480,402237,399994,398723,398698,398673,398673,400168,402436,404704,407171,408193,408443,409938,412206,414695,418051,420518,422013,423262,423645,423670,424667,425663,426910,428156,428405,428654,428654,428654,429875,431121,432342,433564,433464,432841,432118,430897,429751,429103,428330,427084,425614,423371,421153,421128,421374,421150,421649,421422,421374,421374,420876,419881,418685,418685,418685,418685,418685,419882,420644,421865,423111,424158,425863,427632,430099,432193,434461,436430,437451,437825,437501,436280,435532,435557,436128,438620,441860,444601,449339,454323,459532,465762,470747,475731,480616,484354,488341,491581,493949,496416,497662,498161,498410,498434,499681,500924,500899,500899,502145,503369,505886,508378,508366,508267,508264,508264,509523,511015,512791,512791,511734,510736,509363,509762,509972,507500,505000,502500,503750,506225,511200,517450,520920,525945,530420,535420,540675,544923,545721,545721,545296,545799,547550,548550,549000,549250,549750,550000,550000,550000,550000,551250,552498,552498,552498,551248,550000,552250,554725,556975,559450,559700,559725,559725,559736,559711,559499,559749,557903,555428,553140,550640,550000,550000,549975,549975,552450,554200,556700,561425,565200,570950,577225,582250,587250,592000,595725,598475,599700,599950,601972,603223,604748,605748,603749,602474,600974
394976,14,"Phoenix, AZ",Msa,AZ,330152,331114,330127,327930,327930,328177,329385,330867,331385,332618,333876,335848,338808,341052,343493,344701,344948,346428,348795,351661,354127,355360,355484,355083,355059,355056,356018,356659,356684,356685,355699,354836,353825,352469,350727,348754,347287,346152,345429,345133,344406,343197,341989,340805,340312,340928,340928,340928,340928,340312,339079,337846,337081,336958,336958,336933,336440,335331,336070,337303,338561,339794,341273,342284,343493,344701,344923,345145,345170,346180,347437,349188,351408,352864,354072,354812,356163,357420,359640,360873,361002,361002,360755,361495,362234,363221,362506,361766,361027,360040,360533,361248,362235,363221,363936,364934,366167,366414,366438,365934,364945,364920,364896,364920,364923,366156,367414,368647,369880,370397,371137,371384,372370,373110,374812,377154,379620,382086,383961,385070,386550,388991,391579,396265,397498,396265,391827,,377990,373082,371603,372122,374588,377054,379742,383443,386895,390570,393060,396513,399225,401716,404157,404404,404404,405637,406393,407009,408242,408242,409731,410347,410504,410664,409838,409998,409750,409625,408375,406623,404873,404998,406248,408000,410000,411250,413500,415975,418225,419450,419450,418225,417975,418000,419500,422000,425000,427975,430650,434400,438150,442423,445998,449748,453498,457500,462475,466223,468723,469973,471248,472500,473750,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475750,477000,479500,481998,483745,485620,486345,486948,487200,487073,486848,486248,485998,485623,486123,487123,488873,491250,493750,496250,498000,499000,499125,499363,499613,499863,499988,502750,508000,514250,521750,529000,535000,541000,546000,548500,549750,550000,550000,549750,548500
395078,15,"Seattle, WA",Msa,WA,523008,525530,527811,526797,525517,525530,525479,526721,527985,529265,530836,535917,542280,548615,557472,567621,576490,588907,599043,604112,611711,618287,624622,628424,628424,627157,627169,629690,632227,633507,632240,630973,629680,628172,627919,622864,617808,612727,607659,607406,606912,605341,602807,597992,593418,591429,591429,593950,596497,597764,598904,598917,598528,597261,593814,590013,587615,586348,586880,589414,590681,591961,595762,599550,603592,611194,618290,624638,632253,638575,644898,651233,661102,669983,678865,688241,694844,698886,697606,694566,689497,685316,683834,682567,680794,678386,674812,673545,672278,670771,668236,664433,661126,658820,658807,658790,658676,658448,658207,658202,658316,658569,658822,658847,658860,658860,658860,658860,658860,658860,658860,658860,660115,663916,666450,671493,677828,683910,691499,697847,701661,703434,705968,711036,712291,710758,706970,,691411,687620,687607,691535,697857,704170,707983,709238,709503,713329,719639,725987,734845,737379,732336,729802,725983,722182,725958,728492,729777,728076,726822,724275,722159,725531,725949,726249,726249,726249,726262,726379,726379,726391,726378,726378,726391,728973,731581,734576,737572,738373,739162,739325,736975,739463,741963,744700,749938,749950,749950,752450,752463,754963,759725,759488,761958,763208,762208,759958,758725,755985,752235,752235,750985,749737,749488,749238,743000,736992,730992,724992,724980,724988,724988,724988,726225,726225,727463,728882,727657,727645,726407,724963,723700,722463,721200,719963,719223,722973,727979,735479,749981,759981,768738,775500,779000,784000,790250,798988,805488,814238,822988,832500,847500,859665,869665,875915,875915,876238,876238,876238,873738,868500,862250,855500
394865,16,"Minneapolis-St Paul, MN",Msa,MN,346592,347890,349187,349187,350776,353424,357363,362659,366605,370517,375505,379477,384773,389486,392475,395480,399452,403828,407800,412739,414063,414301,413533,409561,406913,404265,401418,400094,398794,397470,397113,395789,394203,392243,389595,386947,384538,381890,379507,376885,374264,372251,370662,370636,370609,370609,370239,368941,367641,366317,365266,363915,362567,361244,360018,360018,360044,361394,363274,365896,368517,369841,371695,374369,379665,386073,391634,396427,399075,401908,405483,409164,413703,417172,418893,418178,414989,411547,408899,406727,405377,404026,402676,401087,399763,398439,397116,397115,397142,395818,393991,391608,388933,387368,385250,383594,380972,378592,377241,374661,373310,371960,370636,370609,370609,370609,370636,370662,371748,373890,376273,378895,380457,382287,385173,389145,393144,396877,400320,402994,406939,409587,411465,412789,412789,410988,408316,405642,402994,402749,404073,405159,405823,406809,408133,409696,411679,412977,412977,412977,414082,414082,412785,411487,407760,405112,403762,402173,401072,399748,397100,394691,393202,390681,389249,386770,384181,382873,381827,382873,384181,385888,388086,389144,390478,392695,394602,396690,398355,398962,399362,399675,399925,401698,404223,407998,411748,413725,413725,413223,410698,408549,406796,404274,405296,405175,406425,408175,405927,404472,402450,399950,400041,400016,398791,397541,396198,393723,392448,390973,389100,389075,388850,388841,389040,387815,386815,385321,384498,385489,386714,388214,389439,391948,394448,398198,403220,408445,414470,419473,423225,424534,426259,428507,431607,435298,437570,440573,442473,444245,446495,447167,447642,448369,446097,444150,440423,435423,432948,431345,430823,429598,428348,426225
395056,17,"San Diego, CA",Msa,CA,747459,744466,742719,739226,741721,744840,746835,748083,748307,747185,745918,745793,750783,759513,769513,778619,783384,785631,784383,785132,785069,787564,792304,794550,797107,797107,796733,795984,795174,795174,795548,796296,796084,794338,791593,786335,781346,775108,768123,763651,757314,752823,750079,745339,742719,737854,732864,729122,724382,722012,719243,715376,710386,705371,700905,698535,700282,700307,702552,705047,705546,707791,708028,709276,711995,716985,723234,726977,731966,736956,741946,750678,757938,764424,770412,776624,783111,788101,793090,795111,796109,797107,797332,797581,797581,797581,796359,795361,794363,793340,790845,788350,786853,786878,790371,793864,796359,797357,797357,797357,796109,793614,790121,786629,785381,785381,787876,790371,792841,795336,796334,797332,797581,797830,796832,795510,793040,792541,792614,794186,803885,816581,830218,842692,847937,843200,835478,822979,810474,802765,798024,800295,807810,820284,835228,850198,862447,874360,889105,904074,918045,931081,941060,948794,952512,952761,949268,940536,932952,928585,926091,927089,929799,925462,920247,916529,912472,909935,904862,902071,896998,896858,899623,902414,907487,910163,912472,911457,907906,904348,901043,898753,899000,899000,898000,898000,894500,890000,891000,891250,894750,899250,899475,899225,899225,899225,899000,898000,898000,895750,895750,896250,891250,887500,881500,877000,877000,878250,880750,881000,878725,877475,874975,869947,867472,867222,863472,867250,873500,875000,880000,878500,877388,878638,878613,880082,882195,885695,890720,901000,915000,921500,933250,941500,937000,943000,947500,947750,953500,958500,963500,973250,983250,985750,983250,980975,980975,984975,990975,995750,998000,998000,995750,990750
395121,18,"St. Louis, MO",Msa,MO,199575,199075,197850,196375,194125,192125,190850,189925,189675,189675,189675,189675,190228,190478,191728,193478,195550,197800,199075,201382,203982,206906,210631,213225,215725,217825,220325,222425,223675,224925,224950,224950,224350,223100,222075,221075,220425,220400,220175,219925,219925,219925,219900,219900,219900,219900,219925,219950,219950,219950,219925,219675,218675,217450,216225,214725,213325,212075,210800,208800,207200,205950,204725,204725,206225,207450,209925,212425,214425,216925,219425,223173,227423,231198,233973,236450,237700,239175,241425,243438,244713,245963,247016,247278,248250,248332,248278,248003,247362,247056,246031,244681,243100,242050,241450,241073,241073,240848,240223,239950,239925,239675,238425,237200,235975,234975,234950,234700,233675,232425,230700,228700,228225,229475,231200,233425,234900,234925,235575,236825,239325,241825,244753,245014,245014,244989,242903,243893,244418,245668,248675,252150,255375,258148,261148,262948,265198,266950,266975,266700,265700,264950,264925,263825,262575,261300,259798,259648,259648,259048,259300,259050,259050,259425,258925,258175,256875,255500,253525,252025,250825,249925,248923,247945,247195,247145,248148,249150,250425,251500,254725,257975,260600,264348,266120,267845,269645,269648,270900,273400,276723,280910,283398,281398,279118,276430,273943,274718,274975,273725,272225,269700,266138,264888,263888,262638,262450,260700,258050,255575,253100,251100,251236,251236,251211,250961,249475,249100,247875,246875,245600,243450,242175,242150,243300,245800,247950,247950,247550,247325,247700,248975,249750,251375,254100,257850,262350,265725,268075,269825,271550,270525,267700,264950,263475,263500,266225,268725,268475,267475,266250,265975,266225,268225
395148,19,"Tampa, FL",Msa,FL,272245,272245,272221,270793,270649,270431,269971,270189,270333,270333,270308,269849,269389,269389,269873,270333,271741,273170,274404,276825,278296,279507,281927,284106,285340,287301,288269,288302,289029,289271,289271,289262,289504,289504,289504,289504,289480,288511,286333,284130,281952,280572,280330,280112,279652,278611,277619,276626,275900,275416,274230,273038,271804,271078,271054,270817,270599,270115,269171,268566,268203,268178,268420,268057,268154,268420,269122,270308,270817,272269,274472,276893,279313,281734,283791,285994,288390,289576,290157,290399,290424,290448,291440,292187,292187,292187,291194,290206,289964,289722,289504,289504,289504,289504,289501,289259,288291,287299,286091,284880,284295,284072,283343,282615,281966,280978,280618,280378,280160,279942,279555,279289,279023,278514,277812,277328,277231,277740,278708,279676,280279,280682,282110,283345,284557,284880,,282218,,279047,279047,280257,282678,284856,287277,288705,289891,291828,294272,297806,301462,303664,305274,305395,306363,307453,308239,309689,309931,309810,310558,311505,312691,314143,315353,315378,315378,315353,313419,312161,310730,309302,309060,308624,308624,308842,309060,309585,309845,309910,311225,312723,313998,315745,316994,318994,322719,327221,332198,336425,341448,345198,349573,354348,358100,362850,366000,367250,369750,371250,372500,376225,378725,381725,384225,385500,386500,387000,387666,388891,389116,389116,389700,389725,389725,391225,393225,395475,397750,398975,399700,401200,403925,407698,410698,411923,412285,412285,412785,413310,413723,416200,419950,425698,432423,438698,443473,447225,450498,452748,455498,459248,462250,464975,468725,472450,475448,476723,476723,475498,475000,475000,474500,473238
394358,20,"Baltimore, MD",Msa,MD,324678,323389,323363,322122,321590,319058,316297,313764,309990,307482,305200,303931,303931,303931,303934,304947,306214,308747,313556,317611,322421,326195,327717,330225,331747,334305,338079,341878,346311,350110,352668,355099,355733,355733,355733,355834,357075,357075,357075,355809,354542,354289,353023,351591,349084,346779,345487,344386,344360,344360,344132,342889,341141,338608,335062,332532,330253,327745,326453,323921,321641,320375,319893,320400,321413,322426,322907,323642,323895,324250,325541,328074,331848,335546,339320,344158,347957,351731,354264,354517,354542,355809,357100,358341,358614,358639,359880,361172,363407,364420,361913,359380,356872,354568,354542,354517,353250,352009,349502,346994,345716,344323,344070,343054,341800,340635,338355,336813,335040,332532,331240,328708,326656,325364,324123,324149,325415,326707,328986,331519,332811,335344,338003,340764,344563,348312,350946,353222,354463,354489,354514,354542,356847,360672,364445,368245,370778,371797,373063,375343,376863,377084,377084,376806,375292,374051,372785,370784,368498,368498,367232,364192,362469,359845,357514,355227,350967,346342,342472,339332,338115,335680,333465,332224,330982,330739,330763,331761,332772,335001,338463,343450,348425,351175,357125,359650,360925,365900,367475,368723,370973,369723,368473,369725,372225,376000,379750,381000,380000,378725,376225,374975,374975,375000,374975,373725,372450,368700,364350,359350,354375,351875,352250,354750,355975,355475,351975,348888,347638,346888,346888,344975,342498,341248,339973,339948,339925,338900,337675,337175,334700,331975,330700,329713,329713,333210,335735,339748,345997,352475,357450,359950,361200,362350,364868,366617,370115,372490,374497,377723,380475,380725,382450,383725
394530,21,"Denver, CO",Msa,CO,515695,515816,516785,521241,528480,535501,542038,548090,552836,557678,560534,562953,565056,566484,568227,569888,571342,572577,573775,573731,570271,567184,566146,563563,562365,560368,556576,551734,545694,539883,536252,533831,533589,531168,527428,524741,521327,517696,514172,510098,506491,505280,505036,505644,505644,505644,503468,499962,497541,494128,490496,488049,485604,484151,484127,484127,484151,485386,487819,491451,496269,500016,502447,504868,507313,510828,515431,519062,523705,527337,530000,534842,539859,543490,545909,545909,544699,543488,543248,540827,537220,534799,532970,532970,532970,532946,531385,528964,526301,522694,519063,516642,513633,511817,511575,510364,509984,509366,508374,508350,508325,508338,508362,508386,508410,509379,510577,512998,516605,519268,521677,523348,525067,527463,529909,534266,539351,544214,550267,555133,560217,565037,568657,573232,575653,576888,574477,568691,562856,556803,554143,552932,552957,556576,562530,568582,574393,578024,580762,585337,588001,589344,588158,585277,582853,581522,581522,581014,580895,580532,578087,573269,568630,563733,562043,565375,569625,574375,577125,578375,581125,586113,591113,596088,598563,597575,595438,592938,591713,592713,595776,598301,601026,603751,606581,609056,610577,609352,610709,614484,617738,623256,626769,628019,631768,636249,640224,645223,647699,648699,649699,649700,649725,648725,648725,648700,648700,649700,647225,644500,641975,641700,643950,645849,648124,648624,648624,648864,647930,645955,645955,646541,647725,651478,651728,653301,655801,657286,658698,658562,657309,659504,664591,671926,679429,682971,685223,686200,688700,691975,695725,700250,704993,710660,716785,721285,724043,724875,724998,724495,721370,715120,708873,703100
394982,22,"Pittsburgh, PA",Msa,PA,176921,176921,176921,176895,176661,175713,174437,173162,172094,171740,171610,170985,169710,168434,168538,169163,170465,172417,173719,175047,177624,179550,180878,182180,182206,183013,184288,185564,186840,187334,187334,187334,187334,187230,186735,185460,184184,184028,184418,185434,185434,184418,183221,182179,182179,182180,182206,182206,182180,182154,181633,180357,179056,177754,176947,176687,176322,175958,175333,174526,174253,173341,172691,172430,171766,171740,171714,171740,172808,174109,175958,178561,181399,184002,187360,189964,191526,193426,194493,195535,196576,197279,197513,197747,198021,199322,200650,202498,204334,204360,204334,203787,202746,202616,202616,202616,202876,201704,200403,199127,197695,197045,195743,193140,190640,188662,187360,187334,187230,186709,185434,184158,182987,182232,183013,183664,184054,185226,185720,187647,190380,193088,195691,198294,200247,201028,201028,199726,198554,197773,199075,201444,204021,206625,210295,213680,217611,222817,225681,229065,231669,233517,234819,234793,233465,231616,230315,230081,231382,231408,231408,231395,231254,232388,232277,231138,229893,228648,228648,228648,228648,228623,228623,228597,227327,227099,227073,227073,228343,228685,229024,229362,229675,229925,229950,229975,231225,233225,235725,240700,244225,247200,249675,249675,249900,249800,247300,244800,242300,239675,238450,237200,234700,232425,230925,228450,227200,225600,224575,224550,224550,224900,224900,223675,222425,221175,219925,219900,219675,218425,215950,213450,211175,209700,207200,204700,202200,199700,198825,198600,198600,198600,199100,199100,198875,198875,199225,199450,199675,199900,199900,202400,206150,209987,214987,217374,218649,220525,221525,221638,222863,223400,223675,224950
394998,23,"Portland, OR",Msa,OR,466613,467828,469044,471257,473713,475148,476340,476571,477787,477689,477714,478942,479914,482225,484632,485824,488256,492146,497034,503114,505786,508218,509434,509434,509412,508196,507953,507321,507345,508537,507807,507223,506980,505546,504062,501630,497010,492365,488499,485848,485605,484413,482225,479793,477361,475148,474127,473154,472157,470722,470285,469068,467853,467853,466855,466831,466831,466588,466369,466369,466394,467002,468461,470406,472595,474030,475221,476948,479379,482419,484851,486067,486310,488146,490359,491064,491574,490467,489713,489495,491174,492657,494359,497022,497241,496268,493107,489715,487064,485605,485143,485143,485143,484900,485143,484875,483903,481933,479623,477458,475999,475780,474686,473689,471488,469300,469288,469798,471999,474188,474905,475391,475622,477069,479525,481957,484390,485618,488293,490725,494364,499228,503095,506365,507576,505144,499065,493362,488499,486043,486043,486286,489958,494845,500178,505039,507446,508663,509434,511479,512719,515151,517583,517972,518312,517713,516473,517713,519804,522836,526508,528905,528893,528893,530085,531310,535700,540563,545451,550777,554789,558966,561373,564292,564413,564857,563665,561660,561832,561041,563688,566175,568650,569406,570656,571931,576881,586100,594725,601094,606144,609919,613819,619925,623700,624975,626200,627450,627450,627450,624975,621975,621975,621950,620700,616225,609950,603713,599938,599688,599588,599575,599575,599575,598700,597475,595000,592750,592475,593050,593650,593625,592375,591800,591925,593200,595475,597950,601700,605200,609925,614675,618688,621663,622188,622463,624575,626713,627963,629188,628563,628698,629923,632323,634198,636450,638950,638825,639450,638450,637225,637475,636250,634998
394458,24,"Charlotte, NC",Msa,NC,332241,331077,329912,327654,325587,324160,322948,322877,322877,323091,323091,323139,323162,323305,323329,323352,324541,326561,328926,331303,333063,335440,337805,341346,343150,343364,343364,342200,342200,343388,344577,345741,346430,345028,343150,341033,339131,336992,335305,333879,332453,331265,330100,328890,326751,325539,324327,323139,321974,320283,318881,317693,316742,316056,315081,313560,312134,310970,309805,308973,308950,308926,308902,308902,309639,310695,313095,315472,317849,320358,321546,324517,327345,329746,332122,332716,333447,335230,337547,339900,341570,342877,344125,345313,346264,346026,343650,340108,337969,335824,334636,334612,333400,332669,332408,331243,330079,329104,328153,326965,326252,325663,325663,326828,326947,326672,325508,325371,325965,326638,327826,327987,327987,327987,327631,327607,328058,328391,329913,331125,333050,335093,337325,339945,341673,342624,340630,338010,335070,332931,333406,335759,338635,342200,346262,348876,351966,354342,355533,357672,358858,361354,363730,364943,365818,365699,364511,363323,363376,362582,363770,364935,365234,366066,365643,364993,364993,364281,364004,364372,364151,364394,364416,364024,363776,364392,365619,366011,366189,365876,367449,370002,373727,378077,380175,383675,386925,389880,393405,396861,399261,401806,403924,405715,407590,409840,412722,413222,413823,414598,414323,414425,414614,414114,413889,413289,412475,411225,408725,407131,405999,404453,405678,408521,412179,416200,418475,419725,419725,419550,419400,418150,415650,413350,410250,408999,410246,411496,413746,414995,415040,414040,412653,411903,410610,410358,412495,413995,416308,420035,421785,423380,425067,425590,425590,426747,428122,430872,433622,437597,440473,442975,445723,446748
395045,25,"Sacramento, CA",Msa,CA,473993,473993,474982,475430,476454,475174,473929,473481,474505,478344,480517,481285,481285,481259,483435,486480,491087,494696,498000,500585,501353,502888,505217,507521,509824,510848,510848,510848,510848,510848,510848,510848,510592,509568,507777,505985,503682,501122,500355,498563,497539,496590,494030,491599,489039,486790,484461,483028,481467,480793,480563,480332,479334,478344,477320,476297,476297,476015,476015,476015,476245,477295,478549,479573,481902,484691,488580,492931,496745,500609,504168,507751,514175,520318,524413,529531,531835,533370,535904,537158,537401,537401,538681,541266,543838,545246,546295,545015,543480,543096,541816,541560,541560,540537,539513,538489,536160,534624,533345,531809,530555,529019,526434,525129,523824,523056,523082,522084,522880,525183,527717,530250,532039,533562,534868,537197,538516,539270,541829,544389,548186,551027,552281,553817,555841,556097,555841,552002,547165,544606,543608,544887,546676,549223,551461,555044,558604,561176,562777,565567,567896,570430,575293,577878,580680,581985,582753,585274,589126,595268,598596,600937,600681,598887,600141,601648,603670,606997,608303,608575,610392,611418,611661,612442,612672,615485,617801,617801,616547,612929,610866,606310,602778,600028,595975,592225,588973,585698,586723,594223,603475,614250,621750,625625,627125,626125,625125,626000,626560,626560,627560,627810,628748,629748,629973,629973,628475,627450,626225,623725,622973,622245,621995,623493,625470,627473,628473,629475,630750,630749,630986,630736,631984,636645,640655,645440,647693,649269,650996,651461,653709,654723,657643,660391,661468,663050,665404,667456,668356,670512,670762,672710,675483,675745,675995,675498,673248,671998,670748,666998,664500,659500,654498,651973
